City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,aksaray,38.3726,34.0254,20.18,58,4,7.72,TR,1717952982
365,pandan,14.0453,124.1694,26.93,87,5,1.84,PH,1717952982
366,manavalakurichi,8.1333,77.3,26.56,89,98,6.79,IN,1717952983
367,plast,54.3691,60.8136,13.64,95,95,4.59,RU,1717952919
368,lubango,-14.9172,13.4925,17.65,41,20,2.66,AO,1717952983
369,ermoupolis,37.4423,24.9425,26.39,38,0,5.66,GR,1717952983
370,carqueiranne,43.0953,6.073,25.27,82,75,3.6,FR,1717952983
371,dedovichi,57.5517,29.9502,15.45,73,96,5.04,RU,1717952983
372,taoudenni,22.6783,-3.9836,45.97,7,8,5.59,ML,1717952904
373,alta,69.9689,23.2717,16.59,48,0,0.0,NO,1717952983
374,kununurra,-15.7667,128.7333,12.99,88,49,0.51,AU,1717952688
375,broome,42.2506,-75.833,19.14,73,75,6.17,US,1717952983
376,nizhneudinsk,54.9076,99.0276,12.89,96,65,1.9,RU,1717952984
377,tateyama,34.9833,139.8667,19.5,100,75,2.57,JP,1717952984
378,fortaleza,-3.7227,-38.5247,31.71,85,75,4.63,BR,1717952884
379,nema,57.5067,50.5011,16.2,76,33,3.34,RU,1717952984
380,korla,41.7597,86.1469,27.46,20,100,3.82,CN,1717952984
381,uray,60.1247,64.7758,18.82,60,100,2.68,RU,1717952984
382,plymouth,41.8334,-70.8328,19.03,92,100,3.6,US,1717952913
383,copala,16.65,-98.9833,31.25,51,94,3.01,MX,1717952984
384,igarka,67.4667,86.5833,11.68,79,99,4.02,RU,1717952984
385,hammerfest,70.6634,23.6821,14.25,62,0,4.63,NO,1717952915
386,dunedin,-45.8742,170.5036,9.33,97,100,4.02,NZ,1717952902
387,usinsk,65.9939,57.5281,7.26,92,100,5.81,RU,1717952870
388,waddan,29.1614,16.139,36.85,11,0,2.35,LY,1717952985
389,selfoss,63.9331,-20.9971,15.58,51,47,5.3,IS,1717952985
390,baikunthpur,23.25,82.55,32.84,35,33,1.68,IN,1717952985
391,tarawa,1.419,172.984,28.05,83,20,3.09,KI,1717952985
392,embu,-23.6489,-46.8522,29.3,64,37,3.18,BR,1717952985
393,murray bridge,-35.1167,139.2667,13.52,63,100,1.57,AU,1717952985
394,aibak,36.2647,68.0155,27.68,19,5,2.3,AF,1717952985
395,gumushkhane,40.4603,39.4814,14.78,88,99,2.17,TR,1717952985
396,minbu,20.1833,94.8833,30.87,65,79,4.19,MM,1717952985
397,mhamid,29.82,-5.72,36.7,9,1,10.79,MA,1717952986
398,geraldton,-28.7667,114.6,19.23,68,100,6.17,AU,1717952986
399,santana,-0.0583,-51.1817,31.1,70,40,3.09,BR,1717952757
400,mahdia,35.5047,11.0622,29.97,36,100,5.51,TN,1717952852
401,miracema do tocantins,-9.5618,-48.3967,34.85,29,42,3.02,BR,1717952986
402,namibe,-15.1961,12.1522,20.86,80,2,2.98,AO,1717952748
403,nagqu,31.5,92.0,9.11,52,89,1.97,CN,1717952986
404,dudinka,69.4058,86.1778,3.71,94,91,3.58,RU,1717952939
405,coxim,-18.5067,-54.76,35.74,21,89,6.06,BR,1717952986
406,abepura,-2.6333,140.5833,24.45,100,40,1.03,ID,1717952986
407,smyrna,33.884,-84.5144,31.98,52,20,6.17,US,1717952698
408,pallasovka,50.05,46.8833,21.34,62,74,2.17,RU,1717952987
409,basoko,1.2391,23.616,25.91,69,87,0.93,CD,1717952987
410,seymour,38.9592,-85.8903,24.48,53,100,1.96,US,1717952987
411,kailua-kona,19.6406,-155.9956,25.33,89,40,5.14,US,1717952987
412,azadshahr,34.7909,48.5707,22.86,22,33,2.25,IR,1717952987
413,severodvinsk,64.5635,39.8302,15.07,71,48,2.17,RU,1717952881
414,urucui,-7.2294,-44.5561,34.9,33,33,3.25,BR,1717952987
415,yacimiento rio turbio,-51.5732,-72.3508,-1.72,98,100,1.54,AR,1717952987
416,kidatu,-7.6992,36.9572,21.99,59,78,2.2,TZ,1717952988
417,luderitz,-26.6481,15.1594,20.04,35,39,3.8,NA,1717952988
418,taltal,-25.4,-70.4833,18.53,65,77,3.12,CL,1717952420
419,kimberley,-28.7323,24.7623,12.52,43,6,3.67,ZA,1717952988
420,huanta,-12.9333,-74.25,21.59,23,51,1.28,PE,1717952988
421,melito di porto salvo,37.9222,15.7714,29.63,39,20,5.66,IT,1717952988
422,baruipur,22.3497,88.4392,30.97,79,100,6.91,IN,1717952988
423,saldanha,-33.0117,17.9442,14.77,69,7,4.9,ZA,1717952988
424,island harbour,50.724,-1.2758,17.77,62,72,1.34,GB,1717952988
425,kurumkan,54.3,110.3,16.74,47,93,2.68,RU,1717952988
426,kachug,53.9606,105.8817,16.14,93,81,1.34,RU,1717952989
427,altamont,42.2068,-121.7372,20.91,52,0,0.0,US,1717952989
428,la leonesa,-27.0379,-58.7035,30.17,41,85,5.0,AR,1717952989
429,hithadhoo,-0.6,73.0833,28.7,72,100,2.39,MV,1717952808
430,cordoba,-31.4135,-64.1811,28.57,56,0,4.12,AR,1717952723
431,makurdi,7.7411,8.5121,30.74,63,74,4.23,NG,1717952989
432,daru,-9.0763,143.2092,25.89,87,97,7.62,PG,1717952866
433,kapsan-up,41.0903,128.2933,9.25,89,28,0.27,KP,1717952989
434,ambovombe,-25.1667,46.0833,17.52,69,98,7.05,MG,1717952989
435,roxboro,36.3937,-78.9828,32.78,48,0,4.63,US,1717952990
436,krasnoufimsk,56.6059,57.7669,11.8,97,98,1.06,RU,1717952990
437,manta,-0.95,-80.7333,25.88,73,75,4.63,EC,1717952737
438,altai,46.3722,96.2583,14.55,46,80,2.86,MN,1717952941
439,childress,34.4264,-100.204,31.14,48,0,3.09,US,1717952765
440,anaconda,46.1285,-112.9423,16.55,49,99,2.08,US,1717952990
441,tual,-5.6667,132.75,26.99,83,45,9.08,ID,1717952990
442,alamos,27.0167,-108.9333,33.51,39,0,2.12,MX,1717952990
443,serrana,-21.2114,-47.5956,29.97,22,99,1.48,BR,1717952778
444,barra,-11.0894,-43.1417,31.52,33,44,2.45,BR,1717952990
445,scarborough,54.2797,-0.4044,15.76,71,98,1.79,GB,1717952777
446,keflavik,64.0049,-22.5624,10.24,62,0,5.66,IS,1717952981
447,dehdasht,30.7949,50.5646,32.0,25,0,1.43,IR,1717952830
448,utete,-7.986,38.758,21.51,76,83,2.45,TZ,1717952991
449,pangoa,-12.1167,-73.0,29.19,44,41,1.86,PE,1717952991
450,ulsteinvik,62.3432,5.8487,13.2,89,100,8.94,NO,1717952991
451,amherstburg,42.1168,-83.0499,24.42,47,40,6.69,CA,1717952783
452,mumford,5.2618,-0.759,27.03,82,71,5.06,GH,1717952750
453,la passe,45.5549,-0.8967,24.13,74,75,7.77,FR,1717952991
454,okhotsk,59.3833,143.3,3.27,92,0,2.36,RU,1717952886
455,mount pearl,47.5166,-52.7813,16.19,67,100,4.12,CA,1717952792
456,beira,-19.8436,34.8389,22.83,68,20,7.6,MZ,1717952759
457,diego de almagro,-26.3667,-70.05,23.31,18,12,3.87,CL,1717952992
458,gbarnga,6.9956,-9.4722,26.68,83,99,1.1,LR,1717952717
459,portales,34.1862,-103.3344,28.94,32,15,6.12,US,1717952716
460,humaita,-7.5061,-63.0208,36.13,29,65,1.32,BR,1717952992
461,rikaze,29.25,88.8833,16.83,37,13,2.96,CN,1717952711
462,abancay,-13.6339,-72.8814,22.42,27,12,2.45,PE,1717952992
463,adrar,20.5022,-10.0711,41.62,13,7,1.96,MR,1717952992
464,santa cruz,-17.8,-63.1667,29.03,58,75,12.35,BO,1717952641
465,sur,22.5667,59.5289,33.38,46,19,2.41,OM,1717952992
466,namtsy,62.7161,129.6658,10.8,49,0,2.73,RU,1717952975
467,peace river,56.2501,-117.286,10.17,81,100,2.57,CA,1717952958
468,bejaia,36.7559,5.0843,21.97,63,8,1.33,DZ,1717952993
469,taulaga,-11.0553,-171.0883,27.43,78,100,7.28,AS,1717952993
470,alaghsas,17.0187,8.0168,41.92,8,13,4.79,NE,1717952993
471,santa rosa de rio primero,-31.1523,-63.4019,27.7,31,39,8.04,AR,1717952993
472,jacobabad,28.281,68.4388,36.54,25,0,4.6,PK,1717952833
473,boca suno,-0.7167,-77.1333,30.77,59,98,1.48,EC,1717952993
474,aripuana,-9.1667,-60.6333,35.18,26,97,1.22,BR,1717952709
475,gebeit,21.0667,36.3167,35.13,22,96,4.72,SD,1717952993
476,oriximina,-1.7656,-55.8661,30.94,62,34,2.23,BR,1717952993
477,arroyito,-31.4202,-63.05,26.65,37,49,7.93,AR,1717952994
478,usogorsk,63.4106,48.6872,15.37,89,100,2.43,RU,1717952994
479,vargashi,55.3556,65.8467,15.06,94,93,5.6,RU,1717952994
480,bage,-31.3314,-54.1069,24.31,70,74,8.54,BR,1717952994
481,san rafael,-34.6177,-68.3301,17.9,26,21,3.26,AR,1717952952
482,great bend,38.3645,-98.7648,21.69,71,75,2.57,US,1717952994
483,wakkanai,45.4094,141.6739,13.9,97,92,6.76,JP,1717952994
484,bengkulu,-3.8004,102.2655,24.47,91,89,1.64,ID,1717952882
485,berezovyy,51.6667,135.7,12.18,99,100,1.51,RU,1717952976
486,heunghae,36.1125,129.3522,18.96,80,62,2.57,KR,1717952994
487,ooty,11.4,76.7,11.98,88,73,2.05,IN,1717952994
488,marsh harbour,26.5412,-77.0636,29.12,67,5,2.07,BS,1717952709
489,kodinsk,58.6881,99.1844,11.91,99,100,1.09,RU,1717952995
490,el bayadh,33.6832,1.0193,26.98,22,82,4.56,DZ,1717952995
491,new norfolk,-42.7826,147.0587,5.4,80,35,2.04,AU,1717952995
492,petropavlovsk-kamchatsky,53.0452,158.6483,10.25,63,96,6.26,RU,1717952887
493,tazacorte,28.629,-17.9293,22.3,80,75,3.09,ES,1717952995
494,yeed,4.55,43.0333,29.06,42,37,6.52,SO,1717952995
495,ustyuzhna,58.8394,36.4321,15.72,63,100,2.84,RU,1717952995
496,baiao,-2.7906,-49.6717,31.64,60,99,0.92,BR,1717952995
497,stornoway,58.2093,-6.3865,11.98,74,40,6.17,GB,1717952995
498,hooper,41.1638,-112.1224,28.61,43,40,5.14,US,1717952996
499,al ghayzah,16.2079,52.176,30.85,75,3,5.21,YE,1717952996
500,elko,41.0002,-115.5012,27.31,35,74,1.34,US,1717952996
501,yuba city,39.1405,-121.6169,29.43,49,0,3.6,US,1717952996
502,chernyshevskiy,63.0128,112.4714,9.63,78,10,2.0,RU,1717952996
503,xiahu,26.6106,119.9483,23.08,98,100,1.09,CN,1717952996
504,suntar,62.1444,117.6319,11.4,92,65,2.13,RU,1717952996
505,tegueste,28.5167,-16.3167,22.59,75,75,10.29,ES,1717952996
506,maych'ew,12.7875,39.5422,20.2,36,10,3.28,ET,1717952766
507,cidreira,-30.1811,-50.2056,23.84,63,11,1.99,BR,1717952918
508,westport,41.1415,-73.3579,23.38,75,100,5.66,US,1717952996
509,al burayqah,30.4062,19.5739,25.29,58,0,5.31,LY,1717952997
510,lagoa,39.05,-27.9833,18.75,79,8,4.85,PT,1717952997
511,moratalla,38.1893,-1.8918,23.91,35,78,5.49,ES,1717952997
512,tomatlan,19.9333,-105.25,31.67,45,17,2.82,MX,1717952997
513,coronel suarez,-37.4547,-61.9334,18.06,77,83,7.65,AR,1717952740
514,abony,47.1899,20.0048,28.28,60,0,2.06,HU,1717952997
515,kruisfontein,-34.0033,24.7314,11.6,82,0,1.54,ZA,1717952831
516,paarl,-33.7338,18.9752,13.98,54,7,2.62,ZA,1717952997
517,kapa'a,22.0752,-159.319,24.18,86,100,6.17,US,1717952997
518,hotan,37.0997,79.9269,23.46,30,87,1.0,CN,1717952997
519,reo,12.3167,-2.4667,39.36,25,38,4.81,BF,1717952998
520,copiague,40.6815,-73.3998,23.98,72,75,4.47,US,1717952998
521,gadzhiyevo,69.2551,33.3362,7.15,79,15,7.57,RU,1717952906
522,kalemie,-5.9475,29.1947,22.43,58,41,2.52,CD,1717952998
523,changde,29.0464,111.6783,20.85,89,100,2.35,CN,1717952998
524,benjamin constant,-4.3831,-70.0311,30.07,78,40,3.09,BR,1717952992
525,brookings,44.3114,-96.7984,23.19,39,0,3.09,US,1717952824
526,al kharijah,25.4514,30.5464,34.31,13,0,4.59,EG,1717952941
527,cullinan,-25.6709,28.5236,12.29,44,1,2.57,ZA,1717952747
528,dzhambeyty,50.2536,52.595,22.38,59,16,3.38,KZ,1717952998
529,muisne,0.6,-80.0333,24.61,87,100,5.3,EC,1717952998
530,sironj,24.1,77.7,36.0,24,99,2.47,IN,1717952998
531,nadym,65.5333,72.5167,9.42,53,100,4.16,RU,1717952999
532,melfi,40.9965,15.6514,30.27,28,99,2.6,IT,1717952999
533,linfen,36.0889,111.5189,26.78,27,22,1.73,CN,1717952888
534,paradip garh,20.3167,86.6167,31.14,71,100,6.63,IN,1717952856
535,kayangel,8.0823,134.7173,29.05,76,99,4.88,PW,1717952948
536,fisterra,42.9049,-9.2629,15.97,72,6,10.67,ES,1717952999
537,quellon,-43.1167,-73.6167,11.51,84,97,5.22,CL,1717952999
538,bayan,46.0833,127.4,13.82,74,38,2.08,CN,1717952999
539,yaren,-0.5472,166.916,29.49,75,94,5.78,NR,1717952999
540,nacala,-14.5428,40.6728,22.69,77,76,6.02,MZ,1717952755
541,flying fish cove,-10.4217,105.6791,25.82,88,75,5.66,CX,1717952766
542,san clemente del tuyu,-36.3569,-56.7235,23.32,79,63,5.92,AR,1717953000
543,balqash,46.8481,74.995,26.05,40,20,7.88,KZ,1717953000
544,jacmel,18.2342,-72.5347,33.91,64,100,4.58,HT,1717953000
545,porto murtinho,-21.6989,-57.8825,35.23,22,95,7.84,BR,1717953000
546,notodden,59.5594,9.2585,11.23,90,100,3.45,NO,1717953000
547,enewetak,11.3474,162.3373,28.3,82,100,7.19,MH,1717952835
548,bonanza,14.0289,-84.591,33.06,51,99,1.91,NI,1717953000
549,tangshan,39.6333,118.1833,20.91,69,8,1.43,CN,1717953000
550,pariaman,-0.619,100.12,27.03,85,94,1.99,ID,1717953000
551,aksu,41.1231,80.2644,25.13,29,26,3.24,CN,1717953000
552,nogliki,51.8333,143.1667,9.08,85,100,3.58,RU,1717953001
553,ukiah,39.1502,-123.2078,27.47,33,0,4.12,US,1717953001
554,nizhniy odes,63.6445,54.856,13.7,85,87,2.13,RU,1717953001
555,nishinoomote,30.7333,131.0,23.23,85,85,4.84,JP,1717953001
556,encruzilhada do sul,-30.5439,-52.5219,22.44,75,27,4.05,BR,1717953001
557,kaduy,59.2,37.15,16.05,56,89,2.3,RU,1717953001
558,conception bay south,47.4999,-52.9981,14.07,81,81,3.03,CA,1717953002
559,pahlgam,34.0333,75.3333,7.27,55,1,4.24,IN,1717952831
560,pauini,-7.7136,-66.9764,34.78,35,20,1.36,BR,1717953002
561,krasnovishersk,60.4078,57.082,15.0,79,97,2.21,RU,1717953003
562,sao desiderio,-12.3633,-44.9733,33.06,23,24,3.06,BR,1717953003
563,port-vila,-17.7338,168.3219,23.13,87,69,2.0,VU,1717953003
564,lexington,37.9887,-84.4777,24.94,59,40,4.63,US,1717952948
565,kribi,2.95,9.9167,25.94,85,97,5.47,CM,1717953003
566,pampierstad,-27.7832,24.6877,13.14,41,3,3.42,ZA,1717952794
567,boende,-0.2167,20.8667,27.75,50,100,0.45,CD,1717952773
568,madalena,41.2162,-8.3345,23.08,79,93,2.46,PT,1717953004
569,karagandy,49.8019,73.1021,22.97,74,98,4.23,KZ,1717953004
570,moyynkum,44.2914,72.9469,31.52,23,78,3.36,KZ,1717953004
571,felipe carrillo puerto,19.5833,-88.05,35.9,44,89,2.31,MX,1717952752
572,san pedro,14.35,121.0167,28.57,90,40,1.03,PH,1717953005
573,tumayr,25.7039,45.868,36.54,8,3,4.62,SA,1717953005
574,shimanovsk,52.0,127.7,13.05,55,60,1.55,RU,1717953005
575,quang ngai,15.1167,108.8,25.43,89,100,2.17,VN,1717953005
576,as samawah,31.332,45.2944,43.37,7,51,5.1,IQ,1717953005
577,benoy-yurt,43.69,45.05,23.39,74,100,4.35,RU,1717953005
578,rio grande,-32.035,-52.0986,27.19,68,59,5.88,BR,1717953005
579,tranqueras,-31.2,-55.75,26.92,63,83,5.44,UY,1717953005
580,kashgar,39.4547,75.9797,23.89,29,61,3.3,CN,1717953006
581,chake chake,-5.2459,39.7666,25.77,69,83,6.79,TZ,1717953006
582,jianguang,28.1938,115.7836,22.16,94,100,1.96,CN,1717953006
583,klaksvik,62.2266,-6.589,7.51,86,100,10.9,FO,1717952902
584,ladario,-19.0047,-57.6017,34.16,31,69,5.66,BR,1717953006
585,baruun-urt,46.6806,113.2792,18.88,39,35,4.28,MN,1717953006
586,qinzhou,21.95,108.6167,24.98,95,100,1.45,CN,1717952894
587,volokolamsk,56.0336,35.9694,16.2,68,82,1.05,RU,1717952984
588,guozhen,34.3659,107.359,21.38,54,36,2.36,CN,1717953006
589,papao,-17.75,-149.55,25.82,81,92,7.46,PF,1717952935
590,beli,7.8587,10.9719,29.48,71,78,1.74,NG,1717952890
591,san julian,21.0167,-102.1667,26.59,29,41,3.33,MX,1717953007
